                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.79658,                 1.4523,                 1.0205,                0.98862,                0.79572,                0.96605,                0.79523,                0.60954,                 2.0054,                0.90988,              0.0032828,              0.0032828,              0.0032828
                      2,                0.79814,                0.84387,                 1.0067,                0.93382,                0.91371,                 0.9644,                0.73864,                0.78813,                0.89774,                0.97124,              0.0065943,              0.0065943,              0.0065943
                      3,                0.87942,                0.81362,                 1.0574,                0.85319,                0.77035,                0.87469,                0.59143,                 1.0632,                 1.0796,                 1.2161,              0.0098838,              0.0098838,              0.0098838
                      4,                  0.953,                0.79245,                 1.1046,                0.38114,                0.30666,                0.23337,                0.10488,                   2.04,                 2.9818,                 2.2927,               0.009901,               0.009901,               0.009901
                      5,                0.92327,                 0.7251,                  1.094,                0.86687,                0.71198,                0.84565,                0.59979,                  1.022,                 1.2765,                 1.2316,               0.009901,               0.009901,               0.009901
                      6,                0.89028,                0.67936,                 1.0829,                0.86885,                0.81746,                0.89593,                 0.6288,                 1.0289,                0.87391,                 1.2045,               0.009868,               0.009868,               0.009868
                      7,                0.89041,                0.67311,                 1.0811,                0.89253,                0.82651,                 0.9104,                0.65465,                0.95508,                0.86151,                 1.1552,               0.009835,               0.009835,               0.009835
                      8,                0.86087,                0.63822,                 1.0704,                0.93019,                0.87909,                 0.9483,                0.72644,                0.80173,                0.62838,                 1.0545,               0.009802,               0.009802,               0.009802
                      9,                 0.8327,                 0.6019,                  1.053,                0.86722,                0.82896,                 0.8998,                0.67092,                0.86939,                  0.753,                 1.1104,               0.009769,               0.009769,               0.009769
                     10,                 0.8285,                0.60168,                 1.0605,                0.93159,                0.86516,                0.94505,                0.73808,                 0.7929,                0.61645,                  1.041,               0.009736,               0.009736,               0.009736
                     11,                0.82835,                0.59188,                 1.0584,                0.88309,                0.85767,                0.92329,                0.71225,                0.81712,                0.63326,                 1.0629,               0.009703,               0.009703,               0.009703
                     12,                0.81681,                0.58133,                 1.0513,                0.92599,                0.90193,                0.95389,                0.74004,                 0.7799,                0.62526,                 1.0375,                0.00967,                0.00967,                0.00967
                     13,                0.78968,                 0.5641,                 1.0398,                0.93561,                0.88088,                0.94935,                0.73925,                0.79492,                 0.6072,                 1.0512,               0.009637,               0.009637,               0.009637
                     14,                 0.7931,                0.56361,                 1.0402,                0.93383,                0.88577,                0.95035,                0.74625,                0.78046,                0.55916,                 1.0272,               0.009604,               0.009604,               0.009604
                     15,                0.77733,                0.54326,                 1.0323,                0.94102,                0.89188,                0.95905,                0.77353,                 0.6991,                 0.5538,                 1.0006,               0.009571,               0.009571,               0.009571
                     16,                 0.7802,                0.54606,                 1.0345,                0.94027,                 0.9157,                0.96608,                0.77623,                0.70795,                0.50156,                 1.0044,               0.009538,               0.009538,               0.009538
                     17,                  0.768,                0.53081,                 1.0314,                0.93979,                0.90165,                 0.9631,                0.77801,                0.72407,                0.50522,                 1.0041,               0.009505,               0.009505,               0.009505
                     18,                0.75341,                0.52147,                 1.0229,                   0.94,                0.89954,                0.95854,                0.77961,                0.71209,                0.50102,                 1.0046,               0.009472,               0.009472,               0.009472
                     19,                0.75681,                0.52789,                  1.029,                0.95228,                0.91142,                0.96948,                0.79655,                0.68003,                0.45706,                0.97232,               0.009439,               0.009439,               0.009439
                     20,                0.75397,                0.51408,                 1.0258,                0.94153,                0.86564,                0.95164,                0.76373,                0.72802,                0.51929,                 1.0109,               0.009406,               0.009406,               0.009406
                     21,                0.74496,                 0.5186,                 1.0212,                0.94669,                0.91122,                0.97054,                0.79703,                0.67391,                0.46989,                0.97198,               0.009373,               0.009373,               0.009373
                     22,                0.73283,                0.50271,                 1.0155,                0.96345,                0.88638,                0.96126,                0.78709,                0.69129,                0.45951,                0.97857,                0.00934,                0.00934,                0.00934
                     23,                0.73958,                0.50238,                 1.0183,                0.94033,                0.91459,                0.96536,                0.78365,                0.73076,                0.49043,                 1.0175,               0.009307,               0.009307,               0.009307
                     24,                0.72671,                0.49187,                 1.0114,                0.94014,                0.91139,                0.96206,                0.79576,                0.66868,                0.49581,                0.97574,               0.009274,               0.009274,               0.009274
                     25,                0.73227,                0.49812,                 1.0174,                0.95614,                0.90558,                0.96596,                0.79052,                0.67944,                0.46979,                0.97047,               0.009241,               0.009241,               0.009241
                     26,                0.72457,                0.49153,                   1.01,                0.94619,                0.90409,                0.96127,                 0.7883,                0.71207,                0.48558,                0.99693,               0.009208,               0.009208,               0.009208
                     27,                0.70666,                0.47632,                 1.0032,                0.95473,                0.90182,                0.96634,                0.81311,                0.63469,                0.44189,                0.95817,               0.009175,               0.009175,               0.009175
                     28,                0.72082,                0.48416,                  1.011,                0.96348,                 0.9212,                0.96996,                0.79353,                0.67633,                0.43291,                0.99811,               0.009142,               0.009142,               0.009142
                     29,                0.71054,                0.47396,                  1.004,                0.95312,                0.90959,                0.97131,                0.80554,                0.63606,                0.43272,                0.95993,               0.009109,               0.009109,               0.009109
                     30,                0.71169,                 0.4815,                 1.0102,                0.96331,                0.89982,                0.96668,                0.80555,                0.64426,                0.45153,                0.95758,               0.009076,               0.009076,               0.009076
                     31,                0.71405,                0.47755,                 1.0036,                 0.9476,                0.92059,                0.96968,                 0.8108,                0.64852,                0.44425,                0.96991,               0.009043,               0.009043,               0.009043
                     32,                0.70692,                0.47429,                 1.0076,                0.96013,                0.92683,                0.96788,                 0.8118,                 0.6301,                 0.4287,                0.95328,                0.00901,                0.00901,                0.00901
                     33,                0.69442,                0.45834,                0.99177,                0.94542,                 0.9312,                0.96873,                0.80782,                0.63858,                0.42491,                 0.9569,               0.008977,               0.008977,               0.008977
                     34,                0.68974,                0.46049,                0.99475,                0.96118,                0.90751,                 0.9677,                0.81047,                0.63526,                0.42176,                0.96823,               0.008944,               0.008944,               0.008944
                     35,                0.69629,                0.45891,                0.99874,                0.95624,                0.93036,                0.97383,                0.82538,                 0.6252,                0.39933,                0.94888,               0.008911,               0.008911,               0.008911
                     36,                0.68194,                0.45294,                0.99389,                0.96285,                0.91817,                0.97052,                0.82008,                0.61763,                0.41752,                0.95065,               0.008878,               0.008878,               0.008878
                     37,                 0.6908,                0.46392,                0.99435,                0.95331,                0.90531,                0.96893,                0.81154,                0.64831,                0.42696,                0.96382,               0.008845,               0.008845,               0.008845
                     38,                0.69203,                0.45925,                 1.0002,                0.96408,                0.92547,                0.97633,                0.82807,                0.60748,                0.39022,                0.94485,               0.008812,               0.008812,               0.008812
                     39,                 0.6866,                0.45526,                0.99334,                0.94547,                0.93215,                0.97699,                0.82439,                   0.62,                0.39247,                0.95035,               0.008779,               0.008779,               0.008779
                     40,                0.67867,                0.44865,                0.99225,                 0.9426,                0.94301,                0.97885,                0.83108,                0.60961,                0.37543,                0.93715,               0.008746,               0.008746,               0.008746
                     41,                0.68594,                0.45113,                0.99079,                0.96089,                0.93057,                0.97486,                0.83154,                0.61631,                0.39441,                0.93913,               0.008713,               0.008713,               0.008713
                     42,                0.68247,                0.44696,                0.99516,                0.94719,                0.92032,                0.97253,                0.82309,                0.61179,                0.41394,                0.94566,                0.00868,                0.00868,                0.00868
                     43,                0.67705,                0.44917,                0.99367,                0.94854,                0.94319,                0.97718,                0.84137,                0.59282,                0.38145,                0.93235,               0.008647,               0.008647,               0.008647
                     44,                 0.6813,                0.44471,                0.99188,                0.95118,                0.93708,                0.97513,                0.82906,                 0.6035,                0.38317,                0.94051,               0.008614,               0.008614,               0.008614
                     45,                0.66699,                0.43223,                0.98329,                0.95883,                0.93464,                0.97557,                0.82737,                0.60949,                0.39336,                0.94788,               0.008581,               0.008581,               0.008581
                     46,                0.67309,                0.44282,                0.98855,                0.95942,                0.93341,                0.97616,                 0.8452,                0.58709,                0.37968,                0.92293,               0.008548,               0.008548,               0.008548
                     47,                0.66254,                0.43254,                0.97962,                0.94638,                0.93799,                 0.9764,                0.83688,                0.59859,                0.37412,                0.93946,               0.008515,               0.008515,               0.008515
                     48,                0.66258,                0.43609,                0.97907,                0.95393,                0.93769,                0.97672,                0.83974,                0.58358,                0.37875,                0.92977,               0.008482,               0.008482,               0.008482
                     49,                0.66177,                0.43719,                0.98691,                0.95877,                0.93761,                0.97749,                 0.8341,                0.61546,                0.37723,                0.94839,               0.008449,               0.008449,               0.008449
                     50,                 0.6586,                0.43152,                0.97568,                0.96219,                0.93265,                0.97626,                0.83806,                0.59188,                0.36742,                0.92608,               0.008416,               0.008416,               0.008416
                     51,                 0.6573,                 0.4226,                0.97868,                0.95346,                0.93853,                0.97312,                0.83791,                0.58291,                0.36841,                0.93302,               0.008383,               0.008383,               0.008383
                     52,                0.65546,                0.42398,                0.97894,                0.96327,                0.92731,                0.97329,                0.83694,                0.59344,                 0.3681,                0.93324,                0.00835,                0.00835,                0.00835
                     53,                0.65756,                0.42729,                0.98034,                0.96541,                0.93036,                0.97834,                0.84472,                0.57944,                0.36416,                0.93717,               0.008317,               0.008317,               0.008317
                     54,                0.65102,                0.41714,                0.97357,                0.95543,                0.92967,                0.97645,                0.84314,                0.58731,                 0.3665,                 0.9297,               0.008284,               0.008284,               0.008284
                     55,                0.65081,                0.42475,                0.97232,                  0.953,                0.93341,                0.97478,                0.83789,                 0.5884,                0.37356,                0.93048,               0.008251,               0.008251,               0.008251
                     56,                0.66238,                0.42673,                0.98753,                0.96063,                0.92407,                0.97197,                0.84103,                0.59676,                0.39629,                0.93521,               0.008218,               0.008218,               0.008218
                     57,                0.64676,                0.42219,                0.98095,                0.96865,                 0.9248,                0.97636,                0.84265,                0.58053,                0.36616,                0.92392,               0.008185,               0.008185,               0.008185
                     58,                0.65352,                0.41744,                0.97849,                0.96066,                0.94319,                0.97823,                0.84671,                0.57231,                0.35846,                0.92592,               0.008152,               0.008152,               0.008152
                     59,                0.64223,                0.41655,                0.96689,                 0.9645,                0.94613,                0.98012,                0.84895,                0.57233,                0.34783,                0.92018,               0.008119,               0.008119,               0.008119
                     60,                0.64441,                0.41594,                0.97569,                0.94821,                0.94319,                0.97559,                 0.8393,                0.57989,                0.36941,                0.92764,               0.008086,               0.008086,               0.008086
                     61,                0.65134,                0.41507,                0.97685,                0.96694,                0.92915,                0.97985,                0.85176,                0.56644,                0.34654,                0.92032,               0.008053,               0.008053,               0.008053
                     62,                0.63229,                0.40636,                0.96509,                0.96355,                 0.9267,                0.97575,                0.84398,                0.57328,                0.35635,                0.92998,                0.00802,                0.00802,                0.00802
                     63,                0.64005,                0.41103,                0.97321,                0.96383,                0.92792,                0.97588,                0.84957,                0.57111,                0.34618,                0.92269,               0.007987,               0.007987,               0.007987
                     64,                0.63946,                 0.4078,                0.96965,                0.95761,                0.93837,                0.97674,                0.84514,                0.57442,                0.35395,                0.92543,               0.007954,               0.007954,               0.007954
                     65,                  0.635,                0.40838,                0.96781,                0.95966,                0.94013,                0.97789,                0.84251,                0.58323,                 0.3551,                 0.9224,               0.007921,               0.007921,               0.007921
                     66,                0.63878,                0.40485,                0.97264,                 0.9608,                0.93952,                0.97841,                0.84828,                0.55913,                0.35342,                0.91596,               0.007888,               0.007888,               0.007888
                     67,                 0.6336,                0.40646,                0.97119,                 0.9683,                0.93293,                0.97755,                0.84607,                0.57772,                0.35025,                0.92093,               0.007855,               0.007855,               0.007855
                     68,                0.63211,                 0.4051,                0.96732,                0.97002,                0.92896,                0.97831,                0.85538,                0.55645,                0.33747,                0.91196,               0.007822,               0.007822,               0.007822
                     69,                0.63403,                0.40348,                0.96458,                0.95809,                0.93403,                 0.9737,                0.85184,                0.56053,                0.35131,                0.92186,               0.007789,               0.007789,               0.007789
                     70,                0.63478,                0.40686,                 0.9698,                0.95715,                0.94146,                0.97861,                0.85043,                0.56953,                0.33881,                0.92512,               0.007756,               0.007756,               0.007756
                     71,                0.62571,                0.39776,                0.96298,                0.95948,                0.94011,                0.98076,                0.84208,                0.57218,                0.34418,                0.92945,               0.007723,               0.007723,               0.007723
                     72,                0.63606,                0.40161,                0.96805,                0.96276,                0.93036,                 0.9753,                 0.8517,                0.55756,                0.34857,                0.92016,                0.00769,                0.00769,                0.00769
                     73,                0.62111,                0.39891,                0.96363,                0.95781,                0.94295,                 0.9787,                0.85591,                0.56069,                0.33847,                0.92288,               0.007657,               0.007657,               0.007657
                     74,                0.62744,                0.39766,                0.96257,                0.95308,                0.94309,                0.97684,                0.84906,                0.58298,                0.34875,                0.91963,               0.007624,               0.007624,               0.007624
                     75,                0.62729,                0.39585,                0.96431,                0.95487,                0.94361,                0.98075,                0.85513,                 0.5501,                0.33727,                  0.911,               0.007591,               0.007591,               0.007591
                     76,                0.61975,                0.39368,                 0.9598,                0.96032,                0.94502,                0.98288,                0.85752,                0.54764,                 0.3325,                0.91205,               0.007558,               0.007558,               0.007558
                     77,                0.62262,                0.39441,                0.96442,                 0.9683,                0.94013,                0.98047,                0.86286,                0.54329,                0.33092,                0.90861,               0.007525,               0.007525,               0.007525
                     78,                0.62031,                0.39018,                0.95939,                0.97011,                0.93525,                0.97713,                0.85663,                0.55371,                0.33371,                0.91103,               0.007492,               0.007492,               0.007492
                     79,                0.61927,                0.39683,                0.96434,                0.96368,                0.94005,                0.97747,                0.86014,                0.55381,                0.33054,                0.91146,               0.007459,               0.007459,               0.007459
                     80,                0.61664,                0.39613,                0.96458,                0.97146,                0.93569,                0.97942,                0.86243,                0.54697,                0.32488,                 0.9159,               0.007426,               0.007426,               0.007426
                     81,                0.61856,                0.39214,                0.95843,                0.96841,                0.93634,                0.98002,                0.86273,                0.54579,                0.32751,                0.91458,               0.007393,               0.007393,               0.007393
                     82,                0.60826,                0.38474,                0.95631,                0.95513,                 0.9493,                0.97794,                0.85927,                0.53849,                0.32399,                0.90315,                0.00736,                0.00736,                0.00736
                     83,                0.61484,                0.38578,                0.95861,                0.95607,                0.94319,                0.98128,                0.86018,                0.55765,                0.32455,                0.91859,               0.007327,               0.007327,               0.007327
                     84,                0.61016,                0.38246,                 0.9541,                0.96788,                0.93886,                 0.9802,                0.85987,                0.54974,                0.32972,                0.90753,               0.007294,               0.007294,               0.007294
                     85,                0.61021,                0.38369,                0.95292,                0.97413,                0.94303,                0.98291,                 0.8684,                0.53902,                0.31508,                0.90836,               0.007261,               0.007261,               0.007261
                     86,                0.60853,                0.38123,                0.95478,                0.97266,                0.93464,                0.98173,                 0.8672,                0.54256,                0.31774,                0.90899,               0.007228,               0.007228,               0.007228
                     87,                0.61563,                 0.3878,                0.96193,                 0.9625,                0.94069,                0.97961,                0.86521,                0.54241,                0.32511,                0.91017,               0.007195,               0.007195,               0.007195
                     88,                0.61377,                0.38392,                0.95902,                0.95267,                0.94671,                0.98024,                0.86663,                0.53529,                0.32458,                0.90695,               0.007162,               0.007162,               0.007162
                     89,                0.60625,                0.38296,                0.95461,                0.97074,                0.93891,                0.97804,                0.86511,                0.53279,                0.31848,                0.90328,               0.007129,               0.007129,               0.007129
                     90,                0.59814,                0.38181,                0.95117,                0.97086,                0.93638,                0.97834,                0.85871,                0.53804,                0.32576,                0.90185,               0.007096,               0.007096,               0.007096
                     91,                 0.6189,                0.38762,                 0.9656,                 0.9677,                0.93708,                0.98035,                0.86551,                0.53181,                0.31907,                0.90576,               0.007063,               0.007063,               0.007063
                     92,                 0.6161,                0.38406,                0.95949,                0.97361,                0.93708,                0.97736,                0.86327,                0.54169,                0.32591,                0.90638,                0.00703,                0.00703,                0.00703
                     93,                0.60367,                0.37843,                0.95242,                0.97399,                0.93403,                 0.9785,                0.86817,                0.53208,                0.31865,                0.90375,               0.006997,               0.006997,               0.006997
                     94,                0.60555,                0.37738,                0.95382,                0.96704,                 0.9383,                0.98048,                0.86376,                0.53157,                 0.3168,                0.90504,               0.006964,               0.006964,               0.006964
                     95,                0.60265,                0.37782,                0.95349,                0.96796,                0.93525,                0.97871,                0.86652,                0.53515,                0.31876,                0.90402,               0.006931,               0.006931,               0.006931
                     96,                0.60143,                0.37241,                0.95348,                 0.9632,                0.94343,                0.97921,                0.86184,                0.53027,                0.31924,                0.90962,               0.006898,               0.006898,               0.006898
                     97,                0.59731,                0.37638,                0.94949,                0.95825,                0.94013,                0.97837,                0.86334,                0.53666,                0.32128,                 0.9129,               0.006865,               0.006865,               0.006865
                     98,                0.60295,                0.37662,                0.95867,                0.96696,                0.94747,                0.98214,                0.86445,                0.53991,                  0.318,                0.91108,               0.006832,               0.006832,               0.006832
                     99,                0.59098,                 0.3686,                0.94781,                0.96759,                0.94441,                0.97988,                0.86755,                0.53165,                0.31686,                0.90686,               0.006799,               0.006799,               0.006799
                    100,                0.60199,                0.37534,                0.95159,                0.96245,                0.94746,                0.98126,                0.86263,                0.52841,                0.31391,                 0.9063,               0.006766,               0.006766,               0.006766
                    101,                 0.5932,                0.37102,                0.94894,                0.97548,                0.93464,                0.98305,                0.86996,                0.52619,                0.30728,                0.90423,               0.006733,               0.006733,               0.006733
                    102,                0.60161,                0.37072,                0.95599,                0.97003,                0.94892,                0.98037,                0.86686,                0.53394,                0.30453,                0.91414,                 0.0067,                 0.0067,                 0.0067
                    103,                0.59844,                0.37109,                0.95674,                0.96741,                0.94319,                0.98071,                0.86959,                0.53275,                0.31411,                0.90606,               0.006667,               0.006667,               0.006667
                    104,                0.58989,                0.36978,                0.94755,                0.96393,                0.94441,                 0.9822,                 0.8709,                0.52695,                0.29789,                0.90487,               0.006634,               0.006634,               0.006634
                    105,                0.58998,                 0.3655,                0.95123,                0.96036,                0.94723,                0.97959,                0.86543,                0.53495,                0.30773,                0.90778,               0.006601,               0.006601,               0.006601
                    106,                0.58703,                0.36339,                 0.9494,                0.97708,                0.93647,                0.97936,                0.87285,                0.52356,                0.30818,                0.90763,               0.006568,               0.006568,               0.006568
                    107,                0.58878,                0.36309,                0.94761,                0.96392,                0.94667,                 0.9793,                 0.8708,                0.52545,                0.31804,                0.89946,               0.006535,               0.006535,               0.006535
                    108,                0.59117,                0.36966,                0.95179,                0.96813,                0.94637,                0.98123,                 0.8721,                0.52125,                0.31505,                0.89906,               0.006502,               0.006502,               0.006502
                    109,                0.58641,                0.36003,                0.94832,                0.96082,                0.94441,                 0.9812,                0.87431,                0.50666,                0.30758,                0.89373,               0.006469,               0.006469,               0.006469
                    110,                0.58389,                0.36361,                0.94366,                0.96924,                0.94502,                0.97927,                0.87047,                0.52329,                0.30902,                0.90265,               0.006436,               0.006436,               0.006436
                    111,                0.58879,                0.36565,                0.94652,                0.95955,                0.94808,                0.97719,                0.86355,                0.53761,                0.31587,                0.91011,               0.006403,               0.006403,               0.006403
                    112,                0.59029,                0.37657,                0.94636,                0.96589,                0.94013,                 0.9782,                0.86697,                0.52707,                0.31466,                 0.9046,                0.00637,                0.00637,                0.00637
                    113,                 0.5946,                0.37396,                0.95448,                0.96332,                0.94624,                0.98086,                0.86751,                0.53207,                0.30594,                0.90506,               0.006337,               0.006337,               0.006337
                    114,                0.58388,                 0.3629,                0.94999,                0.96854,                0.94258,                0.98378,                0.87409,                0.52397,                0.29674,                0.89987,               0.006304,               0.006304,               0.006304
                    115,                0.58863,                0.36284,                0.94889,                0.96339,                0.94835,                 0.9852,                0.87563,                0.53103,                0.29573,                0.90817,               0.006271,               0.006271,               0.006271
                    116,                0.58081,                0.35949,                0.94553,                0.97279,                0.93952,                 0.9808,                0.87432,                0.52509,                0.30889,                0.90276,               0.006238,               0.006238,               0.006238
                    117,                0.58712,                0.36374,                 0.9503,                0.96869,                 0.9493,                0.98132,                0.87425,                0.51822,                0.29349,                0.90193,               0.006205,               0.006205,               0.006205
                    118,                0.59103,                0.36519,                0.94926,                0.97061,                0.94824,                0.98086,                0.87535,                0.51963,                0.29769,                0.90491,               0.006172,               0.006172,               0.006172
                    119,                0.58342,                0.35868,                0.94394,                0.97274,                0.94746,                0.98237,                0.87408,                0.52639,                0.29908,                0.90323,               0.006139,               0.006139,               0.006139
                    120,                0.58573,                0.36241,                0.94657,                0.96752,                0.94621,                0.98167,                0.87326,                0.52274,                 0.3005,                0.89916,               0.006106,               0.006106,               0.006106
                    121,                0.57939,                0.36242,                0.94064,                0.97203,                0.94624,                0.98139,                0.87436,                0.51573,                0.29305,                0.89726,               0.006073,               0.006073,               0.006073
                    122,                0.57943,                0.36178,                 0.9422,                0.97532,                0.94165,                0.98493,                0.87779,                0.51507,                0.29066,                0.89723,                0.00604,                0.00604,                0.00604
                    123,                 0.5766,                0.35625,                0.94085,                0.96941,                0.94873,                0.98392,                0.87613,                0.51602,                0.28911,                0.89481,               0.006007,               0.006007,               0.006007
                    124,                0.58055,                0.35587,                0.94179,                0.96926,                0.94808,                0.98292,                0.87769,                0.51542,                0.28941,                0.89875,               0.005974,               0.005974,               0.005974
                    125,                0.57267,                0.35505,                 0.9439,                0.97293,                0.94407,                0.98275,                 0.8777,                0.51733,                0.29288,                0.89814,               0.005941,               0.005941,               0.005941
                    126,                0.56619,                0.35181,                0.94477,                0.96877,                0.94741,                0.98274,                 0.8786,                0.51602,                0.29336,                0.89297,               0.005908,               0.005908,               0.005908
                    127,                0.59174,                0.37083,                0.95876,                0.96628,                0.94528,                0.98171,                0.87673,                0.51738,                0.29459,                0.89696,               0.005875,               0.005875,               0.005875
                    128,                0.57442,                0.35506,                0.94259,                0.96761,                0.94903,                0.98217,                0.87322,                0.51754,                0.29453,                0.89767,               0.005842,               0.005842,               0.005842
                    129,                0.55949,                0.34337,                0.93545,                0.96967,                0.95357,                0.98385,                0.87924,                0.51344,                0.28685,                0.89693,               0.005809,               0.005809,               0.005809
                    130,                0.57316,                0.34839,                0.94391,                0.96882,                 0.9493,                0.98263,                0.87917,                0.51631,                0.29573,                0.89834,               0.005776,               0.005776,               0.005776
                    131,                0.57726,                0.35569,                 0.9413,                0.97362,                0.94689,                0.98243,                0.87871,                 0.5146,                0.29423,                0.89842,               0.005743,               0.005743,               0.005743
                    132,                0.57127,                0.35581,                0.93921,                0.97537,                0.94349,                0.98241,                 0.8745,                0.52143,                0.29489,                0.90406,                0.00571,                0.00571,                0.00571
                    133,                 0.5689,                0.35304,                0.94164,                0.97533,                0.94177,                0.98181,                0.87573,                0.51665,                0.29043,                0.89986,               0.005677,               0.005677,               0.005677
                    134,                0.56574,                0.35408,                0.93741,                0.96354,                 0.9525,                0.98339,                0.87806,                0.51314,                0.28936,                0.89753,               0.005644,               0.005644,               0.005644
                    135,                0.56507,                0.34576,                0.93334,                0.96819,                0.94838,                0.98509,                0.87838,                0.51172,                0.28921,                0.89861,               0.005611,               0.005611,               0.005611
                    136,                0.56371,                0.34266,                0.93857,                0.97198,                0.94563,                  0.985,                0.87984,                0.50891,                0.28958,                0.89813,               0.005578,               0.005578,               0.005578
                    137,                0.56249,                0.34348,                0.93905,                0.96429,                0.95672,                0.98493,                0.88134,                0.50611,                0.29084,                0.89488,               0.005545,               0.005545,               0.005545
                    138,                0.56696,                0.34852,                0.94182,                0.96122,                0.95391,                0.98403,                 0.8805,                0.51046,                 0.2917,                0.89626,               0.005512,               0.005512,               0.005512
